code	station_name	type	geo_lat	geo_lng	municipality
VSS	Vlissingen Souburg	local_train_station	51.464721679688	3.5952777862549	Vlissingen
VDL	Voerendaal	local_train_station	50.887222290039	5.9302778244019	Voerendaal
VB	Voorburg	local_train_station	52.066665649414	4.3594446182251	Leidschendam-Voorburg
VH	Voorhout	local_train_station	52.224445343018	4.4844446182251	Teylingen
VST	Voorschoten	local_train_station	52.1252784729	4.4324998855591	Voorschoten
VEM	Voorst-Empe	local_train_station	52.157501220703	6.1436109542847	Brummen
VD	Vorden	local_train_station	52.1071949	6.3170457	Bronckhorst
VZ	Vriezenveen	local_train_station	52.40203	6.60041	Twenterand
VHP	Vroomshoop	local_train_station	52.4571921	6.5696679	Twenterand
VG	Vught	local_train_station	51.655555725098	5.2919445037842	Vught
WAD	Waddinxveen	local_train_station	52.044166564941	4.6497220993042	Waddinxveen
WADN	Waddinxveen Noord	local_train_station	52.055000305176	4.6483335494995	Waddinxveen
WADT	Waddinxveen Triangel	local_train_station	52.02725	4.6491	Waddinxveen
WFM	Warffum	local_train_station	53.3908431	6.5671364	Het Hogeland
WT	Weert	intercity_station	51.248611450195	5.7036108970642	Weert
WP	Weesp	interchange_local_train_station	52.3127784729	5.0430555343628	Amsterdam
WL	Wehl	local_train_station	51.9578065	6.213844	Doetinchem
WTV	Westervoort	local_train_station	51.96286	5.9695	Westervoort
WZ	Wezep	local_train_station	52.454166412354	6.0025000572205	Oldebroek
WDN	Wierden	interchange_local_train_station	52.361389160156	6.5916666984558	Wierden
WC	Wijchen	local_train_station	51.811668395996	5.730833530426	Wijchen
WH	Wijhe	intercity_station	52.390277862549	6.1405553817749	Olst-Wijhe
WS	Winschoten	interchange_local_train_station	53.1392377	7.035101	Oldambt
WSM	Winsum	local_train_station	53.3300994	6.5202905	Het Hogeland
WW	Winterswijk	interchange_local_train_station	51.9677307	6.7155181	Winterswijk
WWW	Winterswijk West	local_train_station	51.97453	6.70417	Winterswijk
WD	Woerden	interchange_local_train_station	52.084999084473	4.8936109542847	Woerden
WF	Wolfheze	local_train_station	52.005554199219	5.7936110496521	Renkum
WV	Wolvega	local_train_station	52.880832672119	6.0036110877991	Weststellingwerf
WK	Workum	local_train_station	52.9724864	5.4564285	Súdwest-Fryslân
WM	Wormerveer	local_train_station	52.489166259766	4.7922220230103	Zaanstad
ZD	Zaandam	interchange_intercity_station	52.438888549805	4.8136110305786	Zaanstad
ZDK	Zaandam Kogerveld	local_train_station	52.456665039062	4.8202776908875	Zaanstad
ZZS	Zaandijk Zaanse Schans	interchange_local_train_station	52.469165802002	4.8049998283386	Zaanstad
ZBM	Zaltbommel	local_train_station	51.80888748169	5.2633333206177	Zaltbommel
ZVT	Zandvoort aan Zee	local_train_station	52.3752784729	4.5327777862549	Zandvoort
ZA	Zetten-Andelst	local_train_station	51.920056	5.7228408	Overbetuwe
ZV	Zevenaar	interchange_local_train_station	51.923053741455	6.0719442367554	Zevenaar
ZVB	Zevenbergen	local_train_station	51.64042	4.60904	Moerdijk
ZTM	Zoetermeer	interchange_local_train_station	52.047500610352	4.4772224426269	Zoetermeer
ZTMO	Zoetermeer Oost	local_train_station	52.046390533447	4.4927778244019	Zoetermeer
ZB	Zuidbroek	interchange_local_train_station	53.159612280006	6.8679141998291	Midden-Groningen
ZH	Zuidhorn	local_train_station	53.2486292	6.4062361	Westerkwartier
ZP	Zutphen	interchange_intercity_station	52.145278930664	6.1941666603088	Zutphen
ZWD	Zwijndrecht	local_train_station	51.814998626709	4.6416668891907	Zwijndrecht
ZL	Zwolle	interchange_intercity_station	52.504722595215	6.0919442176819	Zwolle
ZLSH	Zwolle Stadshagen	local_train_station	52.52764	6.05146	Zwolle
